Date,Description,Amount,Transaction Type,Category,Account Name
08/27/2018,Mortgage Payment,12.4,debit,Restaurants,Platinum Card
04/27/2019,Brewing Company,196.69,debit,Electronics & Software,Checking
08/11/2018,Japanese Restaurant,187.09,debit,Restaurants,Platinum Card
02/07/2018,Biweekly Paycheck,959.59,debit,Coffee Shops,Platinum Card
04/30/2019,Hawaiian Grill,195.7,debit,Music,Platinum Card
01/14/2019,City Water Charges,3205.47,debit,Utilities,Checking
06/12/2019,American Tavern,123.15,debit,Mortgage & Rent,Silver Card
06/04/2018,Bojangles,127.55,debit,Utilities,Platinum Card
03/15/2019,Amazon,1867.25,debit,Shopping,Silver Card
05/30/2019,German Restaurant,150.66,debit,Coffee Shops,Platinum Card
01/23/2018,Phone Company,1.75,debit,Haircut,Platinum Card
08/01/2018,Brewing Company,1.75,debit,Restaurants,Platinum Card
05/01/2018,Credit Card Payment,1238.53,debit,Credit Card Payment,Platinum Card
04/02/2018,Hardware Store,121.67,debit,Utilities,Platinum Card
01/20/2018,Credit Card Payment,1.75,credit,Paycheck,Checking
05/09/2018,Credit Card Payment,1.75,debit,Utilities,Platinum Card
11/26/2018,Hardware Store,193.43,debit,Utilities,Platinum Card
01/05/2019,Credit Card Payment,1772.57,debit,Credit Card Payment,Platinum Card
05/15/2018,Circle K,200.47,debit,Restaurants,Silver Card
06/18/2018,Netflix,181.6,debit,Mortgage & Rent,Platinum Card
08/06/2018,Biweekly Paycheck,191.57,debit,Restaurants,Platinum Card
07/09/2018,Credit Card Payment,40.13,debit,Internet,Platinum Card
12/08/2018,Greek Restaurant,200.31,debit,Electronics & Software,Silver Card
04/04/2019,Credit Card Payment,1737.04,credit,Paycheck,Platinum Card
01/21/2019,Credit Card Payment,273.46,credit,Credit Card Payment,Checking
09/28/2018,Barbershop,478.26,debit,Restaurants,Silver Card
06/02/2018,Japanese Restaurant,151.64,debit,Shopping,Platinum Card
01/15/2018,Mortgage Payment,193.34,debit,Restaurants,Silver Card
06/12/2018,Internet Service Provider,50.96,debit,Utilities,Silver Card
04/29/2018,Mexican Restaurant,165.5,debit,Fast Food,Platinum Card
03/12/2019,Grocery Store,112.12,debit,Utilities,Platinum Card
09/02/2018,Shell,196.47,debit,Groceries,Silver Card
12/26/2018,Hawaiian Grill,1.75,debit,Fast Food,Platinum Card
08/04/2018,Biweekly Paycheck,1.75,debit,Utilities,Platinum Card
05/05/2018,Mortgage Payment,1.75,debit,Shopping,Platinum Card
04/23/2018,Biweekly Paycheck,3338.12,credit,Paycheck,Checking
03/23/2019,Grocery Store,91.52,debit,Gas & Fuel,Silver Card
11/02/2018,Amazon,72.54,debit,Fast Food,Platinum Card
05/02/2018,Spotify,193.95,debit,Groceries,Platinum Card
01/01/2018,Conoco,179.15,debit,Home Improvement,Platinum Card
01/31/2019,Best Buy,130.67,debit,Restaurants,Platinum Card
07/06/2019,City Water Charges,200.69,debit,Utilities,Checking
09/20/2018,Credit Card Payment,1.75,debit,Groceries,Platinum Card
10/27/2018,Biweekly Paycheck,150.32,debit,Haircut,Platinum Card
07/09/2019,Wendy's,157.74,debit,Home Improvement,Platinum Card
01/22/2018,Mike's Construction Co.,73.84,debit,Utilities,Platinum Card
04/16/2018,Power Company,200.74,debit,Paycheck,Silver Card
01/15/2019,Starbucks,1.75,debit,Groceries,Platinum Card
01/31/2019,Movie Theater,172.63,debit,Home Improvement,Silver Card
08/01/2018,Amazon,171.14,debit,Internet,Checking
01/21/2019,Netflix,198.48,debit,Credit Card Payment,Silver Card
09/02/2018,Fancy Restaurant,129.68,debit,Restaurants,Silver Card
08/11/2018,Best Buy,100.26,debit,Shopping,Platinum Card
03/22/2019,Credit Card Payment,193.92,debit,Paycheck,Checking
09/04/2018,Sheetz,1.75,debit,Groceries,Silver Card
04/18/2019,Amazon,10.12,debit,Utilities,Platinum Card
03/01/2019,BP,162.27,debit,Internet,Checking
09/20/2019,Biweekly Paycheck,2072.88,credit,Credit Card Payment,Checking
07/21/2018,Grocery Store,132.7,debit,Restaurants,Platinum Card
05/21/2018,State Farm,126.66,debit,Haircut,Checking
12/26/2018,Thai Restaurant,107.03,debit,Coffee Shops,Platinum Card
07/31/2018,Amazon,71.9,debit,Restaurants,Platinum Card
11/08/2018,Brewing Company,184.86,debit,Restaurants,Platinum Card
01/21/2019,City Water Charges,1.75,debit,Shopping,Platinum Card
07/15/2018,Seafood Restaurant,74.54,debit,Gas & Fuel,Platinum Card
06/30/2019,City Water Charges,198.98,debit,Internet,Checking
07/08/2018,Brunch Restaurant,1.75,debit,Gas & Fuel,Platinum Card
12/23/2018,Credit Card Payment,1.75,debit,Internet,Platinum Card
03/04/2019,Netflix,1791.96,credit,Paycheck,Checking
08/31/2018,Bojangles,1.75,debit,Entertainment,Platinum Card
09/18/2019,Biweekly Paycheck,2378.22,credit,Credit Card Payment,Checking
06/15/2018,Credit Card Payment,2207.01,credit,Paycheck,Platinum Card
07/23/2019,Biweekly Paycheck,2229.94,debit,Credit Card Payment,Checking
03/22/2018,State Farm,1.75,debit,Groceries,Checking
01/05/2018,Greek Restaurant,1.75,debit,Restaurants,Silver Card
03/15/2019,Brewing Company,193.7,debit,Restaurants,Checking
07/17/2018,Netflix,100.06,debit,Credit Card Payment,Checking
11/26/2018,American Tavern,1.75,debit,Fast Food,Platinum Card
08/02/2019,Italian Restaurant,194.88,debit,Internet,Platinum Card
04/09/2018,Fancy Restaurant,42.28,debit,Home Improvement,Platinum Card
01/31/2019,Hardware Store,22.89,debit,Restaurants,Platinum Card
12/22/2018,BBQ Restaurant,1.75,debit,Gas & Fuel,Platinum Card
03/14/2019,Valero,187.49,debit,Groceries,Platinum Card
08/20/2018,Biweekly Paycheck,199.99,debit,Entertainment,Checking
06/27/2018,Grocery Store,137.08,debit,Restaurants,Platinum Card
01/15/2019,State Farm,188.58,debit,Coffee Shops,Platinum Card
07/24/2019,Credit Card Payment,2210.48,credit,Paycheck,Checking
04/11/2018,Grocery Store,41.27,debit,Restaurants,Platinum Card
08/24/2018,Greek Restaurant,190.09,debit,Credit Card Payment,Platinum Card
03/05/2019,Phone Company,1.75,debit,Coffee Shops,Checking
03/22/2019,Amazon,2121.78,debit,Gas & Fuel,Silver Card
07/09/2018,Valero,37.24,debit,Coffee Shops,Platinum Card
06/03/2018,Exxon,1.75,debit,Internet,Platinum Card
01/13/2018,Brewing Company,1.75,debit,Restaurants,Platinum Card
07/01/2019,State Farm,198.58,debit,Auto Insurance,Checking
02/13/2019,Amazon,1.75,debit,Shopping,Platinum Card
06/27/2018,BBQ Restaurant,189.68,debit,Groceries,Platinum Card
05/01/2018,Phone Company,119.37,debit,Auto Insurance,Platinum Card
04/01/2019,Bakery Place,133.67,debit,Mobile Phone,Platinum Card
01/03/2019,Amazon,149.02,debit,Credit Card Payment,Platinum Card
05/01/2018,Amazon,45.3,debit,Restaurants,Platinum Card
12/07/2018,Credit Card Payment,149.32,debit,Home Improvement,Platinum Card
08/15/2018,Biweekly Paycheck,3319.26,credit,Paycheck,Checking
01/22/2018,State Farm,90.99,debit,Restaurants,Platinum Card
01/16/2018,Amazon,52.15,debit,Restaurants,Checking
01/18/2019,Biweekly Paycheck,829.23,credit,Credit Card Payment,Checking
05/25/2018,Credit Card Payment,1.75,debit,Paycheck,Checking
06/18/2019,Starbucks,40.98,debit,Restaurants,Silver Card
06/20/2019,Amazon,1.75,debit,Television,Checking
01/09/2019,Chevron,81.1,debit,Internet,Silver Card
04/02/2018,Biweekly Paycheck,184.52,debit,Utilities,Platinum Card
05/15/2019,Spotify,198.75,debit,Fast Food,Platinum Card
07/28/2019,Irish Restaurant,195.49,debit,Groceries,Silver Card
05/14/2019,Amazon,200.61,debit,Restaurants,Platinum Card
03/05/2019,City Water Charges,199.78,debit,Mortgage & Rent,Silver Card
05/06/2019,Netflix,196.27,debit,Food & Dining,Silver Card
07/20/2018,State Farm,177.11,debit,Coffee Shops,Silver Card
08/27/2018,Bojangles,5.96,debit,Coffee Shops,Silver Card
03/09/2018,Hardware Store,1.75,debit,Restaurants,Platinum Card
01/12/2018,Credit Card Payment,7.85,credit,Utilities,Checking
12/18/2018,Grocery Store,1.75,debit,Restaurants,Checking
09/09/2018,Gas Company,1.75,debit,Gas & Fuel,Platinum Card
12/07/2018,Hardware Store,161.45,debit,Groceries,Silver Card
01/15/2019,Greek Restaurant,154.06,debit,Electronics & Software,Silver Card
07/09/2018,Biweekly Paycheck,3318.98,credit,Credit Card Payment,Checking
02/12/2019,Amazon,179.91,debit,Paycheck,Platinum Card
04/04/2018,Grocery Store,138.58,debit,Groceries,Platinum Card
05/03/2018,Chick-Fil-A,1.75,debit,Movies & DVDs,Platinum Card
05/02/2018,Barbershop,92.15,debit,Restaurants,Checking
03/22/2019,Barbershop,1.75,debit,Food & Dining,Platinum Card
01/21/2019,Biweekly Paycheck,2783.47,credit,Paycheck,Checking
07/08/2018,Biweekly Paycheck,1.75,debit,Groceries,Platinum Card
03/01/2019,Barbershop,196.25,debit,Groceries,Platinum Card
09/02/2018,Bakery Place,143.58,debit,Restaurants,Platinum Card
01/14/2019,German Restaurant,35.99,debit,Music,Checking
04/04/2018,Netflix,179.29,debit,Internet,Platinum Card
02/10/2018,Starbucks,183.92,debit,Groceries,Platinum Card
05/25/2019,Barbershop,1.75,debit,Home Improvement,Platinum Card
08/11/2018,Bakery Place,1.75,debit,Shopping,Platinum Card
01/10/2018,Biweekly Paycheck,1032.62,debit,Paycheck,Checking
04/12/2018,Movie Theater,1.75,debit,Restaurants,Platinum Card
02/04/2019,Biweekly Paycheck,453.24,credit,Paycheck,Checking
05/14/2019,Chevron,1.75,debit,Restaurants,Platinum Card
12/18/2018,German Restaurant,1.75,debit,Utilities,Platinum Card
06/01/2018,Biweekly Paycheck,2221.93,credit,Paycheck,Checking
08/04/2018,Circle K,1.75,debit,Shopping,Platinum Card
03/07/2018,Biweekly Paycheck,2457.94,credit,Paycheck,Checking
01/01/2018,Netflix,97.82,debit,Shopping,Platinum Card
08/20/2018,Starbucks,1.75,debit,Restaurants,Platinum Card
08/04/2018,Hardware Store,200.8,debit,Shopping,Platinum Card
10/27/2018,Chick-Fil-A,191.65,debit,Restaurants,Platinum Card
05/01/2018,Fancy Restaurant,197.15,debit,Shopping,Platinum Card
05/15/2018,Starbucks,10.59,debit,Groceries,Platinum Card
03/05/2018,Grocery Store,1.75,debit,Electronics & Software,Checking
04/23/2018,Amazon,1.75,debit,Mobile Phone,Platinum Card
04/09/2019,Netflix,200.28,debit,Alcohol & Bars,Checking
01/05/2019,Brewing Company,126.59,debit,Groceries,Checking
03/18/2019,American Tavern,186.15,debit,Movies & DVDs,Platinum Card
02/07/2019,Best Buy,1.75,debit,Movies & DVDs,Platinum Card
03/05/2019,Biweekly Paycheck,1.75,credit,Paycheck,Checking
02/14/2018,Irish Pub,1.75,debit,Shopping,Platinum Card
09/20/2018,Roadside Diner,18.05,debit,Fast Food,Platinum Card
01/15/2018,Irish Pub,110.03,debit,Shopping,Platinum Card
03/18/2019,Credit Card Payment,2494.82,credit,Paycheck,Checking
02/21/2018,Netflix,1.75,debit,Groceries,Platinum Card
05/02/2019,Circle K,1.75,debit,Coffee Shops,Checking
06/27/2018,Power Company,188.74,debit,Movies & DVDs,Silver Card
01/18/2019,Grocery Store,1.75,debit,Shopping,Platinum Card
04/27/2018,Hardware Store,1.75,debit,Coffee Shops,Silver Card
04/06/2018,Amazon,1.75,debit,Mobile Phone,Platinum Card
05/04/2018,Grocery Store,108.03,debit,Movies & DVDs,Silver Card
06/13/2019,Mortgage Payment,119.05,debit,Shopping,Platinum Card
03/13/2019,Best Buy,102.93,debit,Utilities,Silver Card
07/05/2018,Biweekly Paycheck,3138.3,credit,Paycheck,Checking
09/11/2018,Sheetz,812.83,debit,Restaurants,Platinum Card
08/06/2019,QuikTrip,199.0,debit,Restaurants,Checking
04/08/2018,Mortgage Payment,2155.95,debit,Restaurants,Checking
11/06/2018,Credit Card Payment,1.75,debit,Auto Insurance,Platinum Card
01/03/2018,Biweekly Paycheck,6.51,credit,Credit Card Payment,Checking
05/29/2018,Biweekly Paycheck,1541.87,debit,Restaurants,Checking
03/09/2018,Starbucks,1.75,debit,Restaurants,Platinum Card
04/02/2018,Mexican Restaurant,1.75,debit,Restaurants,Platinum Card
02/12/2018,Brewing Company,47.67,debit,Gas & Fuel,Platinum Card
11/08/2018,Biweekly Paycheck,63.84,debit,Gas & Fuel,Checking
10/23/2018,Biweekly Paycheck,200.32,debit,Mortgage & Rent,Platinum Card
01/03/2019,Biweekly Paycheck,172.71,debit,Shopping,Silver Card
12/26/2018,Grocery Store,1.75,debit,Groceries,Platinum Card
04/26/2019,Mortgage Payment,1103.0,debit,Gas & Fuel,Checking
06/26/2018,Mortgage Payment,196.04,debit,Internet,Platinum Card
03/26/2019,Biweekly Paycheck,2217.77,credit,Paycheck,Checking
03/23/2019,Credit Card Payment,200.48,debit,Utilities,Platinum Card
05/09/2018,Grocery Store,183.19,debit,Mortgage & Rent,Platinum Card
07/05/2018,BBQ Restaurant,200.35,debit,Gas & Fuel,Checking
04/09/2019,Credit Card Payment,186.1,debit,Credit Card Payment,Checking
04/24/2018,Thai Restaurant,82.6,debit,Television,Platinum Card
04/22/2019,Mexican Restaurant,187.29,debit,Utilities,Platinum Card
11/02/2018,Grocery Store,180.13,debit,Music,Platinum Card
02/15/2019,Phone Company,8.77,debit,Internet,Platinum Card
04/24/2018,Amazon,194.42,debit,Restaurants,Platinum Card
07/04/2018,Starbucks,1.75,debit,Gas & Fuel,Silver Card
01/31/2019,Grocery Store,1.75,debit,Restaurants,Platinum Card
05/09/2019,State Farm,91.19,debit,Shopping,Silver Card
04/02/2018,Biweekly Paycheck,1.75,debit,Restaurants,Checking
04/08/2018,Fancy Restaurant,169.06,debit,Music,Checking
05/05/2018,Movie Theater,199.05,debit,Shopping,Platinum Card
04/19/2019,Mexican Restaurant,116.15,debit,Credit Card Payment,Silver Card
09/01/2018,Brewing Company,37.42,debit,Television,Silver Card
05/18/2018,Steakhouse,1.75,debit,Movies & DVDs,Platinum Card
02/19/2019,Pizza Place,1.75,debit,Restaurants,Platinum Card
04/26/2018,Power Company,199.83,debit,Credit Card Payment,Platinum Card
06/19/2018,Target,137.08,debit,Auto Insurance,Platinum Card
01/31/2019,Circle K,46.78,debit,Utilities,Checking
12/23/2018,Biweekly Paycheck,1.75,debit,Restaurants,Silver Card
05/14/2018,Biweekly Paycheck,3182.75,credit,Credit Card Payment,Checking
01/19/2018,City Water Charges,169.18,debit,Restaurants,Checking
02/09/2018,American Tavern,186.9,debit,Alcohol & Bars,Silver Card
04/26/2018,American Tavern,129.0,debit,Groceries,Platinum Card
01/21/2019,Mediterranean Restaurant,198.43,debit,Restaurants,Checking
01/21/2019,Shell,1.75,debit,Restaurants,Platinum Card
01/16/2019,Credit Card Payment,3341.74,credit,Credit Card Payment,Checking
03/08/2018,Shell,199.3,debit,Shopping,Checking
04/24/2018,Shell,186.63,debit,Restaurants,Platinum Card
02/04/2018,Brewing Company,1.75,debit,Restaurants,Platinum Card
05/21/2018,Grocery Store,125.75,debit,Restaurants,Silver Card
07/11/2018,Biweekly Paycheck,197.36,debit,Utilities,Platinum Card
01/21/2019,Hardware Store,878.45,debit,Paycheck,Platinum Card
04/22/2019,Hawaiian Grill,128.6,debit,Fast Food,Platinum Card
01/22/2019,Mexican Restaurant,164.65,debit,Utilities,Platinum Card
07/08/2018,Greek Restaurant,167.16,debit,Movies & DVDs,Checking
06/19/2019,Spotify,200.22,debit,Credit Card Payment,Platinum Card
07/15/2018,Internet Service Provider,109.04,debit,Restaurants,Checking
02/22/2018,Fancy Restaurant,177.86,debit,Mobile Phone,Checking
04/26/2018,City Water Charges,394.84,debit,Fast Food,Platinum Card
05/14/2019,Gas Company,157.5,debit,Shopping,Platinum Card
06/27/2018,Brewing Company,1.75,debit,Restaurants,Platinum Card
01/22/2019,Grocery Store,1.75,debit,Credit Card Payment,Platinum Card
06/12/2019,American Tavern,3299.32,credit,Credit Card Payment,Checking
10/27/2018,Power Company,199.95,debit,Music,Silver Card
07/18/2018,State Farm,156.39,debit,Restaurants,Platinum Card
01/16/2019,Credit Card Payment,983.91,debit,Mortgage & Rent,Checking
09/20/2019,Amazon,256.25,debit,Gas & Fuel,Platinum Card
01/21/2019,Greek Restaurant,124.84,debit,Groceries,Platinum Card
04/06/2018,American Tavern,153.45,debit,Alcohol & Bars,Platinum Card
05/02/2018,Credit Card Payment,183.11,debit,Alcohol & Bars,Platinum Card
05/25/2018,Biweekly Paycheck,3035.3,credit,Paycheck,Checking
12/09/2018,Starbucks,1.75,debit,Restaurants,Platinum Card
04/02/2018,Credit Card Payment,2180.02,credit,Credit Card Payment,Checking
07/15/2018,Spotify,1.75,credit,Paycheck,Silver Card
04/23/2019,Amazon,1.75,debit,Restaurants,Platinum Card
04/29/2018,Greek Restaurant,1.75,debit,Entertainment,Platinum Card
10/27/2018,Mike's Construction Co.,52.22,debit,Coffee Shops,Platinum Card
08/24/2018,State Farm,1.75,debit,Restaurants,Platinum Card
06/28/2018,BP,1.75,debit,Fast Food,Platinum Card
02/22/2018,Irish Restaurant,191.25,debit,Groceries,Platinum Card
01/12/2018,Thai Restaurant,101.42,debit,Alcohol & Bars,Platinum Card
08/15/2018,Credit Card Payment,2431.57,debit,Credit Card Payment,Checking
05/19/2018,Movie Theater,1.75,debit,Coffee Shops,Checking
01/16/2019,Greek Restaurant,1989.28,credit,Paycheck,Silver Card
03/18/2019,Credit Card Payment,170.07,credit,Credit Card Payment,Checking
01/03/2018,Amazon,170.96,debit,Movies & DVDs,Platinum Card
03/26/2019,Phone Company,85.74,debit,Restaurants,Platinum Card
10/21/2018,BBQ Restaurant,1.75,debit,Utilities,Silver Card
01/05/2019,Credit Card Payment,147.74,debit,Mortgage & Rent,Silver Card
05/21/2018,Starbucks,186.0,debit,Utilities,Platinum Card
05/05/2018,Grocery Store,151.28,debit,Shopping,Platinum Card
07/15/2018,State Farm,179.16,debit,Restaurants,Platinum Card
07/20/2018,Grocery Store,1.75,debit,Restaurants,Platinum Card
03/04/2018,Barbershop,179.31,debit,Music,Platinum Card
04/03/2018,Mexican Restaurant,1.75,debit,Auto Insurance,Checking
04/18/2018,Mortgage Payment,1.75,debit,Gas & Fuel,Silver Card
05/02/2018,Credit Card Payment,275.07,debit,Food & Dining,Platinum Card
10/10/2018,QuikTrip,54.01,debit,Restaurants,Platinum Card
12/12/2018,Italian Restaurant,195.62,debit,Restaurants,Platinum Card
10/23/2018,Best Buy,1.75,debit,Restaurants,Platinum Card
09/07/2018,Go Mart,166.11,debit,Groceries,Silver Card
03/02/2018,Barbershop,32.06,debit,Movies & DVDs,Checking
09/04/2019,Amazon,131.4,debit,Shopping,Platinum Card
04/22/2019,Hardware Store,165.26,debit,Gas & Fuel,Checking
06/18/2018,Movie Theater,1.75,debit,Alcohol & Bars,Silver Card
05/25/2019,Mortgage Payment,1.75,debit,Fast Food,Platinum Card
09/02/2018,Grocery Store,1.75,debit,Credit Card Payment,Platinum Card
01/15/2018,Credit Card Payment,2189.57,credit,Coffee Shops,Checking
07/09/2018,Valero,185.35,debit,Home Improvement,Checking
06/26/2018,State Farm,1.75,debit,Gas & Fuel,Silver Card
03/08/2019,Credit Card Payment,2208.59,credit,Credit Card Payment,Silver Card
01/16/2019,Hardware Store,1.75,debit,Shopping,Checking
06/19/2018,Internet Service Provider,112.9,debit,Groceries,Platinum Card
12/21/2018,State Farm,34.44,debit,Shopping,Platinum Card
03/07/2018,Amazon,200.29,debit,Groceries,Checking
12/11/2018,American Tavern,193.17,debit,Utilities,Platinum Card
05/17/2018,Spotify,136.12,debit,Restaurants,Platinum Card
01/09/2018,Irish Restaurant,7.75,debit,Alcohol & Bars,Checking
02/19/2019,Movie Theater,1.75,debit,Haircut,Silver Card
05/14/2019,Vietnamese Restaurant,193.51,debit,Restaurants,Silver Card
08/27/2018,Credit Card Payment,1.75,debit,Home Improvement,Silver Card
03/14/2019,Grocery Store,149.33,debit,Restaurants,Silver Card
11/19/2018,Phone Company,1.75,debit,Gas & Fuel,Platinum Card
07/09/2018,Grocery Store,1.75,debit,Restaurants,Platinum Card
03/23/2019,Mortgage Payment,36.85,debit,Restaurants,Silver Card
05/02/2018,Japanese Restaurant,112.96,debit,Groceries,Platinum Card
04/01/2018,Thai Restaurant,1.75,debit,Restaurants,Platinum Card
03/05/2019,Credit Card Payment,1.75,debit,Credit Card Payment,Checking
05/09/2019,Hardware Store,192.63,debit,Groceries,Platinum Card
07/09/2018,Grocery Store,1.75,debit,Alcohol & Bars,Platinum Card
07/20/2018,Starbucks,1.75,debit,Groceries,Platinum Card
03/26/2019,Credit Card Payment,2440.17,credit,Credit Card Payment,Platinum Card
06/03/2019,Amazon,199.6,debit,Credit Card Payment,Platinum Card
05/10/2018,Hardware Store,194.63,debit,Shopping,Platinum Card
04/09/2018,Biweekly Paycheck,848.05,credit,Credit Card Payment,Checking
07/15/2018,Hardware Store,181.82,debit,Mortgage & Rent,Platinum Card
05/15/2018,Credit Card Payment,3309.94,credit,Paycheck,Checking
05/06/2018,Grocery Store,1.75,debit,Restaurants,Platinum Card
05/15/2018,Greek Restaurant,9.62,debit,Gas & Fuel,Silver Card
02/22/2018,Gas Company,199.81,debit,Internet,Platinum Card
05/21/2018,Conoco,1.75,debit,Restaurants,Silver Card
04/08/2018,Credit Card Payment,691.51,debit,Credit Card Payment,Checking
09/28/2018,Grocery Store,1.75,debit,Home Improvement,Platinum Card
04/04/2018,Gas Company,104.57,debit,Internet,Checking
06/15/2018,Hardware Store,144.15,debit,Credit Card Payment,Platinum Card
07/10/2018,Mortgage Payment,79.8,debit,Television,Platinum Card
06/01/2019,Grocery Store,118.01,debit,Groceries,Platinum Card
06/03/2018,Gas Company,22.54,debit,Restaurants,Platinum Card
08/20/2018,Shell,1.75,debit,Alcohol & Bars,Platinum Card
03/18/2019,Biweekly Paycheck,726.38,debit,Paycheck,Silver Card
10/28/2018,Spotify,197.23,debit,Music,Silver Card
01/15/2018,Biweekly Paycheck,3363.21,credit,Paycheck,Checking
12/08/2018,Food Truck,1206.38,credit,Credit Card Payment,Checking
01/16/2019,Biweekly Paycheck,2869.75,credit,Paycheck,Checking
06/27/2018,Amazon Video,1.75,debit,Groceries,Platinum Card
01/16/2019,Biweekly Paycheck,2100.05,debit,Electronics & Software,Checking
04/08/2018,Best Buy,32.95,debit,Coffee Shops,Silver Card
05/07/2019,Biweekly Paycheck,973.52,debit,Credit Card Payment,Checking
07/08/2018,Amazon,192.29,debit,Gas & Fuel,Platinum Card
05/05/2018,City Water Charges,191.9,debit,Music,Platinum Card
05/14/2019,Sheetz,154.73,debit,Fast Food,Platinum Card
04/06/2019,Amazon,1.75,debit,Internet,Platinum Card
09/20/2018,Netflix,1.75,debit,Coffee Shops,Platinum Card
04/23/2018,Barbershop,192.41,debit,Restaurants,Silver Card
10/10/2018,Biweekly Paycheck,180.13,debit,Coffee Shops,Platinum Card
01/04/2019,Steakhouse,56.78,debit,Restaurants,Platinum Card
03/07/2018,City Water Charges,23.26,debit,Restaurants,Platinum Card
06/30/2019,Biweekly Paycheck,200.16,debit,Mortgage & Rent,Checking
12/18/2018,Hardware Store,179.21,debit,Auto Insurance,Silver Card
03/05/2018,Credit Card Payment,166.79,credit,Credit Card Payment,Checking
09/22/2018,Thai Restaurant,1.75,debit,Fast Food,Platinum Card
01/05/2019,Hawaiian Grill,1.75,debit,Restaurants,Platinum Card
01/25/2019,Brewing Company,199.59,debit,Utilities,Checking
05/02/2018,Barbershop,192.51,debit,Entertainment,Platinum Card
06/03/2018,Grocery Store,99.36,debit,Groceries,Checking
01/25/2019,Biweekly Paycheck,981.47,credit,Paycheck,Checking
01/25/2019,Biweekly Paycheck,2996.76,credit,Paycheck,Checking
05/01/2019,Credit Card Payment,3303.95,credit,Credit Card Payment,Checking
09/01/2018,Tiny Deli,185.58,debit,Restaurants,Platinum Card
01/02/2019,Internet Service Provider,198.82,debit,Movies & DVDs,Platinum Card
08/20/2018,Grocery Store,1.75,debit,Groceries,Platinum Card
01/01/2018,Grocery Store,1.75,debit,Restaurants,Silver Card
05/04/2019,Amazon,71.13,debit,Restaurants,Platinum Card
09/26/2018,Barbershop,21.45,debit,Entertainment,Silver Card
11/08/2018,Roadside Diner,192.05,debit,Gas & Fuel,Platinum Card
11/06/2018,Grocery Store,1.75,debit,Shopping,Platinum Card
09/02/2018,Movie Theater,27.55,debit,Coffee Shops,Checking
02/26/2018,Brunch Restaurant,98.8,debit,Credit Card Payment,Checking
04/22/2019,Starbucks,177.4,debit,Restaurants,Checking
04/22/2019,Chili's,1.75,debit,Utilities,Platinum Card
08/01/2018,State Farm,1.75,debit,Gas & Fuel,Platinum Card
12/06/2018,Brewing Company,194.03,debit,Home Improvement,Silver Card
10/27/2018,Spotify,194.57,debit,Restaurants,Checking
05/19/2018,Amazon,21.46,debit,Alcohol & Bars,Platinum Card
03/23/2019,Barbershop,200.18,debit,Utilities,Platinum Card
07/15/2018,Starbucks,1.75,debit,Entertainment,Platinum Card
01/10/2019,Barbershop,186.55,debit,Auto Insurance,Silver Card
10/16/2018,Credit Card Payment,2229.5,credit,Credit Card Payment,Checking
07/09/2018,Starbucks,1.75,debit,Shopping,Platinum Card
12/18/2018,Brewing Company,141.92,debit,Restaurants,Platinum Card
04/02/2018,Belgian Restaurant,194.1,debit,Restaurants,Platinum Card
05/15/2018,Internet Service Provider,107.18,debit,Restaurants,Platinum Card
01/21/2019,Spotify,193.97,debit,Utilities,Checking
05/21/2018,Biweekly Paycheck,3337.3,credit,Paycheck,Checking
05/19/2018,Hardware Store,141.62,debit,Mortgage & Rent,Silver Card
06/10/2018,Blue Sky Market,959.7,debit,Utilities,Silver Card
07/09/2018,City Water Charges,96.65,debit,Gas & Fuel,Silver Card
01/13/2018,Shell,1.75,debit,Utilities,Platinum Card
02/16/2019,Grocery Store,1.75,debit,Restaurants,Silver Card
07/09/2018,Mortgage Payment,948.0,credit,Credit Card Payment,Platinum Card
09/27/2018,Pizza Place,1.75,debit,Groceries,Platinum Card
06/08/2018,Circle K,197.02,debit,Entertainment,Platinum Card
03/12/2019,Credit Card Payment,1501.59,debit,Credit Card Payment,Checking
02/03/2018,Mexican Restaurant,1.75,debit,Credit Card Payment,Platinum Card
04/04/2018,Greek Restaurant,1.75,debit,Utilities,Checking
04/03/2018,Internet Service Provider,110.61,debit,Coffee Shops,Platinum Card
01/16/2019,Credit Card Payment,152.23,debit,Restaurants,Checking
10/04/2018,Grocery Store,40.94,debit,Restaurants,Platinum Card
03/12/2018,Hardware Store,90.23,debit,Fast Food,Silver Card
04/30/2018,Starbucks,199.01,debit,Gas & Fuel,Silver Card
05/29/2018,Power Company,2157.25,debit,Paycheck,Platinum Card
06/20/2019,Credit Card Payment,963.6,credit,Credit Card Payment,Platinum Card
04/29/2018,Thai Restaurant,2176.2,debit,Gas & Fuel,Platinum Card
01/24/2018,Hardware Store,1.75,debit,Alcohol & Bars,Platinum Card
07/09/2018,Biweekly Paycheck,174.89,credit,Paycheck,Checking
04/23/2018,Credit Card Payment,1.75,debit,Groceries,Silver Card
01/03/2018,Biweekly Paycheck,2937.83,credit,Paycheck,Platinum Card
04/06/2018,Seafood Restaurant,1.75,debit,Auto Insurance,Platinum Card
09/02/2018,Best Buy,197.78,debit,Credit Card Payment,Silver Card
04/01/2018,Shell,1.75,debit,Gas & Fuel,Platinum Card
10/28/2018,Grocery Store,200.1,debit,Gas & Fuel,Silver Card
06/03/2019,Amazon,64.29,debit,Coffee Shops,Platinum Card
07/14/2018,Biweekly Paycheck,932.36,debit,Paycheck,Checking
05/25/2018,Grocery Store,1.75,debit,Music,Platinum Card
